Data;Abertura;Máxima;Mínima;Fechamento
20/02/2020 09:44;116860;116895;116845;116845
20/02/2020 09:44;116880;116910;116860;116860
20/02/2020 09:44;116880;116900;116865;116900
20/02/2020 09:42;116860;116880;116820;116880
20/02/2020 09:42;116860;116860;116840;116840
20/02/2020 09:41;116880;116910;116860;116860
20/02/2020 09:41;116880;116900;116880;116900
20/02/2020 09:41;116860;116880;116860;116880
20/02/2020 09:36;116840;116860;116805;116860
20/02/2020 09:35;116820;116840;116790;116840
20/02/2020 09:34;116820;116835;116800;116800
20/02/2020 09:33;116840;116865;116820;116820
20/02/2020 09:33;116840;116860;116840;116860
20/02/2020 09:33;116820;116840;116800;116840
20/02/2020 09:32;116800;116820;116780;116820
20/02/2020 09:23;116780;116800;116740;116800
20/02/2020 09:22;116780;116785;116760;116760
20/02/2020 09:21;116800;116835;116780;116780
20/02/2020 09:21;116800;116820;116775;116820
20/02/2020 09:20;116780;116800;116760;116800
20/02/2020 09:19;116760;116780;116725;116780
20/02/2020 09:19;116760;116760;116740;116740
20/02/2020 09:19;116780;116815;116760;116760
20/02/2020 09:19;116780;116800;116775;116800
20/02/2020 09:17;116760;116780;116730;116780
20/02/2020 09:17;116740;116760;116730;116760
20/02/2020 09:17;116720;116740;116720;116740
20/02/2020 09:15;116700;116720;116660;116720
20/02/2020 09:15;116700;116710;116680;116680
20/02/2020 09:14;116720;116735;116700;116700
20/02/2020 09:13;116740;116745;116720;116720
20/02/2020 09:11;116760;116795;116740;116740
20/02/2020 09:10;116780;116820;116760;116760
20/02/2020 09:09;116800;116830;116780;116780
20/02/2020 09:09;116800;116820;116800;116820
20/02/2020 09:08;116780;116800;116765;116800
20/02/2020 09:08;116760;116780;116730;116780
20/02/2020 09:08;116760;116760;116740;116740
20/02/2020 09:07;116780;116810;116760;116760
20/02/2020 09:07;116800;116800;116780;116780
20/02/2020 09:07;116820;116830;116800;116800
20/02/2020 09:07;116840;116840;116820;116820
20/02/2020 09:07;116860;116890;116840;116840
20/02/2020 09:05;116860;116880;116820;116880
20/02/2020 09:05;116860;116870;116840;116840
20/02/2020 09:05;116880;116890;116860;116860
20/02/2020 09:05;116900;116900;116880;116880
20/02/2020 09:05;116920;116960;116900;116900
20/02/2020 09:05;116920;116940;116920;116940
20/02/2020 09:05;116900;116920;116875;116920
20/02/2020 09:05;116900;116925;116880;116880
20/02/2020 09:04;116900;116920;116895;116920
20/02/2020 09:04;116880;116900;116840;116900
20/02/2020 09:04;116880;116880;116860;116860
20/02/2020 09:04;116900;116930;116880;116880
20/02/2020 09:04;116920;116920;116900;116900
20/02/2020 09:03;116940;116975;116920;116920
20/02/2020 09:02;116940;116960;116905;116960
20/02/2020 09:02;116920;116940;116920;116940
20/02/2020 09:02;116900;116920;116900;116920
20/02/2020 09:02;116880;116900;116880;116900
20/02/2020 09:02;116860;116880;116825;116880
20/02/2020 09:02;116860;116890;116840;116840
20/02/2020 09:02;116860;116880;116860;116880
20/02/2020 09:02;116840;116860;116840;116860
20/02/2020 09:02;116820;116840;116820;116840
20/02/2020 09:02;116800;116820;116790;116820
20/02/2020 09:01;116780;116800;116740;116800
20/02/2020 09:01;116760;116780;116760;116780
20/02/2020 09:01;116740;116760;116730;116760
20/02/2020 09:01;116720;116740;116690;116740
20/02/2020 09:01;116700;116720;116700;116720
20/02/2020 09:01;116680;116700;116655;116700
20/02/2020 09:01;116680;116705;116660;116660
20/02/2020 09:01;116680;116700;116645;116700
20/02/2020 09:00;116680;116695;116660;116660
20/02/2020 09:00;116700;116700;116680;116680
20/02/2020 09:00;116720;116720;116700;116700
20/02/2020 09:00;116740;116780;116720;116720
20/02/2020 09:00;116740;116760;116710;116760
20/02/2020 09:00;116740;116740;116720;116720
20/02/2020 09:00;116760;116760;116740;116740
20/02/2020 09:00;116780;116780;116760;116760
20/02/2020 09:00;116800;116800;116780;116780
20/02/2020 09:00;116820;116820;116800;116800
20/02/2020 09:00;116840;116840;116820;116820
20/02/2020 09:00;116860;116860;116840;116840
20/02/2020 09:00;116880;116880;116860;116860
20/02/2020 09:00;116900;116900;116880;116880
20/02/2020 09:00;116920;116920;116900;116900
20/02/2020 09:00;116940;116940;116920;116920
20/02/2020 09:00;116960;116960;116940;116940
20/02/2020 09:00;116980;116980;116960;116960
19/02/2020 18:19;117000;117000;116980;116980
19/02/2020 18:19;117020;117020;117000;117000
19/02/2020 18:19;117040;117040;117020;117020
19/02/2020 18:09;117060;117095;117040;117040
19/02/2020 18:08;117060;117080;117030;117080
