Data;Abertura;Máxima;Mínima;Fechamento
14/02/2020 18:05;115120;115145;114965;114975
14/02/2020 17:47;115040;115120;114915;115120
14/02/2020 17:11;115040;115160;114960;114960
14/02/2020 17:00;115040;115120;114955;115120
14/02/2020 16:44;115040;115185;114960;114960
14/02/2020 16:33;115040;115120;115025;115120
14/02/2020 16:25;114960;115040;114915;115040
14/02/2020 16:21;114880;114960;114765;114960
14/02/2020 16:16;114880;114965;114800;114800
14/02/2020 16:16;114960;114960;114880;114880
14/02/2020 16:00;115040;115120;114960;114960
14/02/2020 15:38;115120;115250;115040;115040
14/02/2020 15:20;115120;115200;114965;115200
14/02/2020 15:09;115040;115120;114925;115120
14/02/2020 15:05;115040;115160;114960;114960
14/02/2020 14:50;115040;115120;114890;115120
14/02/2020 14:49;115040;115065;114960;114960
14/02/2020 14:45;115120;115275;115040;115040
14/02/2020 14:27;115120;115200;114970;115200
14/02/2020 14:27;115040;115120;115035;115120
14/02/2020 14:24;114960;115040;114940;115040
14/02/2020 14:16;114880;114960;114785;114960
14/02/2020 14:07;114880;114985;114800;114800
14/02/2020 13:46;114960;115070;114880;114880
14/02/2020 13:46;115040;115080;114960;114960
14/02/2020 12:44;115120;115280;115040;115040
14/02/2020 12:44;115200;115205;115120;115120
14/02/2020 12:40;115280;115350;115200;115200
14/02/2020 12:08;115360;115510;115280;115280
14/02/2020 12:07;115360;115440;115345;115440
14/02/2020 12:03;115280;115360;115170;115360
14/02/2020 12:03;115280;115280;115200;115200
14/02/2020 12:00;115360;115460;115280;115280
14/02/2020 11:50;115360;115440;115270;115440
14/02/2020 11:50;115360;115370;115280;115280
14/02/2020 11:45;115440;115555;115360;115360
14/02/2020 11:45;115520;115530;115440;115440
14/02/2020 11:38;115600;115710;115520;115520
14/02/2020 11:36;115680;115710;115600;115600
14/02/2020 11:34;115760;115795;115680;115680
14/02/2020 11:31;115840;115990;115760;115760
14/02/2020 11:25;115920;116035;115840;115840
14/02/2020 11:25;116000;116005;115920;115920
14/02/2020 11:23;116080;116180;116000;116000
14/02/2020 11:17;116080;116160;115990;116160
14/02/2020 11:10;116080;116240;116000;116000
14/02/2020 11:07;116160;116270;116080;116080
14/02/2020 11:03;116160;116240;116120;116240
14/02/2020 10:55;116080;116160;115950;116160
14/02/2020 10:53;116000;116080;115950;116080
14/02/2020 10:35;115920;116000;115780;116000
14/02/2020 10:23;115920;116055;115840;115840
14/02/2020 10:22;116000;116020;115920;115920
14/02/2020 10:22;116080;116095;116000;116000
14/02/2020 10:16;116160;116295;116080;116080
14/02/2020 10:14;116160;116240;116075;116240
14/02/2020 10:12;116160;116265;116080;116080
14/02/2020 10:06;116160;116240;116055;116240
14/02/2020 10:05;116160;116165;116080;116080
14/02/2020 10:03;116240;116270;116160;116160
14/02/2020 10:01;116320;116325;116240;116240
14/02/2020 10:01;116400;116405;116320;116320
14/02/2020 09:55;116480;116565;116400;116400
14/02/2020 09:27;116480;116560;116320;116560
14/02/2020 09:17;116480;116530;116400;116400
14/02/2020 09:08;116560;116660;116480;116480
14/02/2020 09:05;116640;116660;116560;116560
14/02/2020 09:03;116720;116800;116640;116640
14/02/2020 09:01;116800;116930;116720;116720
14/02/2020 09:00;116800;116880;116705;116880
14/02/2020 09:00;116720;116800;116660;116800
14/02/2020 09:00;116640;116720;116640;116720
14/02/2020 09:00;116560;116640;116560;116640
14/02/2020 09:00;116480;116560;116480;116560
14/02/2020 09:00;116400;116480;116400;116480
13/02/2020 18:16;116320;116400;116195;116400
13/02/2020 18:09;116320;116435;116240;116240
13/02/2020 17:55;116320;116400;116165;116400
13/02/2020 17:48;116320;116405;116240;116240
13/02/2020 17:47;116320;116400;116310;116400
13/02/2020 17:47;116240;116320;116230;116320
13/02/2020 17:41;116160;116240;116055;116240
13/02/2020 17:32;116160;116230;116080;116080
13/02/2020 17:23;116240;116355;116160;116160
13/02/2020 17:13;116240;116320;116135;116320
13/02/2020 17:04;116240;116300;116160;116160
13/02/2020 17:03;116320;116370;116240;116240
13/02/2020 17:00;116400;116530;116320;116320
13/02/2020 17:00;116400;116480;116390;116480
13/02/2020 16:40;116320;116400;116160;116400
13/02/2020 16:35;116240;116320;116195;116320
13/02/2020 16:28;116160;116240;116070;116240
13/02/2020 16:23;116160;116210;116080;116080
13/02/2020 16:21;116240;116265;116160;116160
13/02/2020 16:16;116320;116430;116240;116240
13/02/2020 16:15;116320;116400;116290;116400
13/02/2020 16:13;116240;116320;116155;116320
13/02/2020 15:53;116240;116340;116160;116160
13/02/2020 15:45;116320;116440;116240;116240
13/02/2020 15:45;116320;116400;116310;116400
13/02/2020 15:43;116240;116320;116190;116320
13/02/2020 15:09;116160;116240;116020;116240
13/02/2020 15:08;116080;116160;116055;116160
13/02/2020 15:07;116000;116080;115900;116080
13/02/2020 15:06;116000;116010;115920;115920
13/02/2020 14:50;116080;116180;116000;116000
13/02/2020 14:47;116160;116315;116080;116080
13/02/2020 14:46;116160;116240;116135;116240
13/02/2020 14:30;116080;116160;115925;116160
13/02/2020 14:29;116080;116095;116000;116000
13/02/2020 14:27;116160;116185;116080;116080
13/02/2020 14:21;116240;116330;116160;116160
13/02/2020 14:20;116320;116330;116240;116240
13/02/2020 14:02;116400;116560;116320;116320
13/02/2020 13:59;116400;116480;116305;116480
13/02/2020 13:48;116400;116470;116320;116320
13/02/2020 13:45;116480;116510;116400;116400
13/02/2020 13:35;116560;116705;116480;116480
13/02/2020 13:34;116560;116640;116555;116640
13/02/2020 13:33;116480;116560;116460;116560
13/02/2020 13:27;116400;116480;116345;116480
13/02/2020 13:12;116320;116400;116160;116400
13/02/2020 13:02;116320;116450;116240;116240
13/02/2020 12:59;116320;116400;116285;116400
13/02/2020 12:55;116240;116320;116095;116320
13/02/2020 12:47;116240;116345;116160;116160
13/02/2020 12:46;116240;116320;116215;116320
13/02/2020 12:46;116160;116240;116145;116240
13/02/2020 12:45;116080;116160;116075;116160
13/02/2020 12:42;116000;116080;115950;116080
13/02/2020 12:40;115920;116000;115890;116000
13/02/2020 12:38;115840;115920;115810;115920
13/02/2020 12:29;115760;115840;115615;115840
13/02/2020 12:26;115760;115810;115680;115680
13/02/2020 12:25;115840;115860;115760;115760
13/02/2020 12:20;115920;115960;115840;115840
13/02/2020 12:16;116000;116090;115920;115920
13/02/2020 12:14;116000;116080;116000;116080
13/02/2020 12:08;115920;116000;115805;116000
13/02/2020 12:05;115840;115920;115780;115920
13/02/2020 12:01;115760;115840;115650;115840
13/02/2020 11:59;115760;115810;115680;115680
13/02/2020 11:57;115840;115895;115760;115760
13/02/2020 11:52;115920;115990;115840;115840
13/02/2020 11:51;116000;116025;115920;115920
13/02/2020 11:51;116080;116085;116000;116000
13/02/2020 11:49;116160;116225;116080;116080
13/02/2020 11:46;116240;116355;116160;116160
13/02/2020 11:42;116240;116320;116195;116320
13/02/2020 11:41;116160;116240;116055;116240
13/02/2020 11:39;116160;116190;116080;116080
