Data;Abertura;Máxima;Mínima;Fechamento
14/02/2020 16:16;114855;115185;114765;114975
14/02/2020 14:45;115050;115275;114855;114855
14/02/2020 14:16;115050;115245;114785;115245
14/02/2020 13:01;115050;115260;114855;114855
14/02/2020 12:03;115245;115510;115050;115050
14/02/2020 11:45;115440;115555;115245;115245
14/02/2020 11:36;115635;115710;115440;115440
14/02/2020 11:31;115830;115990;115635;115635
14/02/2020 11:05;116025;116270;115830;115830
14/02/2020 10:35;116025;116220;115780;116220
14/02/2020 10:22;116025;116055;115830;115830
14/02/2020 10:03;116220;116295;116025;116025
14/02/2020 09:27;116415;116565;116220;116220
14/02/2020 09:00;116610;116930;116415;116415
14/02/2020 09:00;116610;116805;116610;116805
13/02/2020 15:48;116415;116610;116055;116610
13/02/2020 14:30;116220;116415;115900;116415
13/02/2020 14:22;116220;116330;116025;116025
13/02/2020 13:35;116415;116705;116220;116220
13/02/2020 13:02;116415;116610;116160;116610
13/02/2020 12:46;116220;116415;116095;116415
13/02/2020 12:45;116025;116220;116010;116220
13/02/2020 12:34;115830;116025;115615;116025
13/02/2020 11:57;115830;116090;115635;115635
13/02/2020 11:51;116025;116030;115830;115830
13/02/2020 11:25;116220;116380;116025;116025
13/02/2020 10:59;116415;116645;116220;116220
13/02/2020 10:53;116415;116610;116380;116610
13/02/2020 10:49;116220;116415;116165;116415
13/02/2020 10:45;116025;116220;116000;116220
13/02/2020 10:21;115830;116025;115440;116025
13/02/2020 10:01;115830;116140;115635;115635
13/02/2020 09:09;116025;116360;115830;115830
13/02/2020 09:04;116025;116220;115825;116220
13/02/2020 09:03;116025;116030;115830;115830
13/02/2020 09:03;116220;116220;116025;116025
13/02/2020 09:03;116415;116415;116220;116220
13/02/2020 09:03;116610;116610;116415;116415
13/02/2020 09:03;116805;116805;116610;116610
13/02/2020 09:03;117000;117000;116805;116805
13/02/2020 09:03;117195;117195;117000;117000
12/02/2020 17:11;117390;117695;117195;117195
12/02/2020 17:00;117585;117820;117390;117390
12/02/2020 16:53;117780;117835;117585;117585
12/02/2020 16:42;117975;117985;117780;117780
12/02/2020 16:10;118170;118420;117975;117975
12/02/2020 16:04;118170;118365;118160;118365
12/02/2020 15:55;117975;118170;117965;118170
12/02/2020 15:45;117780;117975;117760;117975
12/02/2020 15:28;117585;117780;117470;117780
12/02/2020 14:59;117390;117585;117300;117585
12/02/2020 14:58;117195;117390;117140;117390
12/02/2020 14:46;117000;117195;116910;117195
12/02/2020 10:30;116805;117000;116415;117000
12/02/2020 10:22;116610;116805;116370;116805
12/02/2020 10:01;116610;116870;116415;116415
12/02/2020 09:33;116610;116805;116310;116805
12/02/2020 09:29;116610;116630;116415;116415
12/02/2020 09:03;116805;117150;116610;116610
12/02/2020 09:00;116805;117000;116500;117000
12/02/2020 09:00;116805;117040;116610;116610
12/02/2020 09:00;116805;117000;116805;117000
12/02/2020 09:00;116610;116805;116610;116805
12/02/2020 09:00;116415;116610;116415;116610
11/02/2020 17:55;116220;116415;116010;116415
11/02/2020 17:02;116025;116220;115650;116220
11/02/2020 16:05;116025;116275;115830;115830
11/02/2020 15:36;116220;116420;116025;116025
11/02/2020 14:32;116220;116415;116035;116415
11/02/2020 13:11;116025;116220;115695;116220
11/02/2020 12:14;115830;116025;115600;116025
11/02/2020 11:58;115635;115830;115495;115830
11/02/2020 11:55;115440;115635;115430;115635
11/02/2020 11:31;115245;115440;114970;115440
11/02/2020 11:28;115050;115245;115050;115245
11/02/2020 10:59;114855;115050;114785;115050
11/02/2020 10:33;114660;114855;114340;114855
11/02/2020 10:15;114660;115050;114465;114465
11/02/2020 10:07;114660;114855;114450;114855
11/02/2020 09:25;114660;114930;114465;114465
11/02/2020 09:03;114660;114855;114450;114855
11/02/2020 09:03;114465;114660;114465;114660
11/02/2020 09:03;114270;114465;114270;114465
11/02/2020 09:03;114075;114270;114075;114270
11/02/2020 09:03;113880;114075;113880;114075
10/02/2020 18:01;113685;113880;113630;113880
10/02/2020 17:47;113490;113685;113415;113685
10/02/2020 15:25;113295;113490;112910;113490
10/02/2020 14:14;113295;113430;113100;113100
10/02/2020 14:03;113490;113505;113295;113295
10/02/2020 12:39;113685;113985;113490;113490
10/02/2020 11:50;113685;113880;113445;113880
10/02/2020 11:49;113685;113695;113490;113490
10/02/2020 11:47;113880;113885;113685;113685
10/02/2020 11:22;114075;114205;113880;113880
10/02/2020 11:15;114270;114270;114075;114075
10/02/2020 11:06;114465;114525;114270;114270
10/02/2020 10:45;114660;114960;114465;114465
10/02/2020 10:41;114660;114855;114640;114855
10/02/2020 10:39;114465;114660;114465;114660
10/02/2020 10:15;114270;114465;114110;114465
10/02/2020 09:39;114075;114270;113805;114270
10/02/2020 09:00;114075;114380;113880;113880
07/02/2020 18:17;114270;114270;114075;114075
07/02/2020 18:09;114465;114465;114270;114270
07/02/2020 18:09;114660;114955;114465;114465
07/02/2020 18:06;114660;114855;114300;114855
07/02/2020 16:48;114660;114980;114465;114465
07/02/2020 16:01;114855;114945;114660;114660
07/02/2020 15:34;115050;115225;114855;114855
07/02/2020 14:51;115245;115440;115050;115050
07/02/2020 14:08;115440;115680;115245;115245
07/02/2020 13:26;115440;115635;115170;115635
07/02/2020 13:12;115245;115440;115245;115440
07/02/2020 12:43;115050;115245;114940;115245
07/02/2020 12:16;114855;115050;114615;115050
07/02/2020 12:09;114855;114895;114660;114660
07/02/2020 12:00;115050;115050;114855;114855
07/02/2020 11:47;115245;115310;115050;115050
07/02/2020 10:48;115440;115810;115245;115245
07/02/2020 10:30;115635;115985;115440;115440
07/02/2020 10:18;115635;115830;115490;115830
07/02/2020 09:03;115440;115635;115095;115635
07/02/2020 09:02;115440;115440;115245;115245
07/02/2020 09:02;115635;115635;115440;115440
06/02/2020 18:17;115830;116055;115635;115635
06/02/2020 16:55;115830;116025;115600;116025
06/02/2020 16:23;115830;115875;115635;115635
06/02/2020 16:02;116025;116130;115830;115830
06/02/2020 15:39;116220;116325;116025;116025
06/02/2020 15:32;116415;116480;116220;116220
06/02/2020 15:23;116610;116610;116415;116415
06/02/2020 15:10;116805;116805;116610;116610
06/02/2020 12:30;117000;117315;116805;116805
06/02/2020 12:29;117195;117195;117000;117000
06/02/2020 12:20;117390;117390;117195;117195
06/02/2020 11:41;117585;117890;117390;117390
06/02/2020 11:35;117780;117820;117585;117585
06/02/2020 11:10;117975;118280;117780;117780
06/02/2020 09:33;117975;118170;117615;118170
06/02/2020 09:10;117780;117975;117685;117975
06/02/2020 09:01;117585;117780;117585;117780
06/02/2020 09:01;117390;117585;117390;117585
05/02/2020 16:49;117195;117390;116950;117390
05/02/2020 15:20;117195;117500;117000;117000
05/02/2020 14:51;117390;117390;117195;117195
05/02/2020 13:51;117585;117680;117390;117390
05/02/2020 12:36;117780;117855;117585;117585
05/02/2020 12:27;117975;117975;117780;117780
05/02/2020 10:08;118170;118540;117975;117975
05/02/2020 10:03;118170;118365;118170;118365
05/02/2020 09:53;117975;118170;117885;118170
05/02/2020 09:47;117780;117975;117780;117975
05/02/2020 09:01;117585;117780;117445;117780
05/02/2020 09:00;117390;117585;117390;117585
05/02/2020 09:00;117195;117390;117195;117390
05/02/2020 09:00;117000;117195;117000;117195
05/02/2020 09:00;116805;117000;116805;117000
04/02/2020 17:00;116610;116805;116305;116805
04/02/2020 15:40;116610;116700;116415;116415
04/02/2020 14:40;116805;116975;116610;116610
04/02/2020 13:41;117000;117350;116805;116805
04/02/2020 13:00;117000;117195;116680;117195
04/02/2020 11:21;117000;117355;116805;116805
04/02/2020 09:31;117195;117540;117000;117000
04/02/2020 09:20;117195;117390;117100;117390
04/02/2020 09:02;117000;117195;116900;117195
04/02/2020 09:02;116805;117000;116805;117000
04/02/2020 09:02;116610;116805;116610;116805
04/02/2020 09:02;116415;116610;116415;116610
04/02/2020 09:02;116220;116415;116220;116415
04/02/2020 09:02;116025;116220;116025;116220
03/02/2020 18:04;115830;116025;115545;116025
03/02/2020 15:46;115830;116050;115635;115635
03/02/2020 14:50;116025;116225;115830;115830
03/02/2020 14:46;116025;116220;116025;116220
03/02/2020 13:46;115830;116025;115620;116025
03/02/2020 12:00;115830;116120;115635;115635
03/02/2020 12:00;115830;116025;115830;116025
03/02/2020 11:53;115635;115830;115575;115830
03/02/2020 11:40;115440;115635;115440;115635
03/02/2020 11:34;115245;115440;115215;115440
03/02/2020 11:09;115050;115245;114930;115245
03/02/2020 11:09;114855;115050;114855;115050
03/02/2020 10:33;114660;114855;114355;114855
03/02/2020 10:25;114660;114660;114465;114465
03/02/2020 10:15;114855;114995;114660;114660
03/02/2020 10:07;115050;115250;114855;114855
03/02/2020 09:04;115050;115245;114750;115245
03/02/2020 09:02;114855;115050;114855;115050
31/01/2020 17:55;114660;114855;114660;114855
31/01/2020 17:43;114465;114660;114390;114660
31/01/2020 17:30;114270;114465;114045;114465
31/01/2020 17:14;114270;114295;114075;114075
31/01/2020 17:11;114465;114465;114270;114270
31/01/2020 16:19;114660;114925;114465;114465
31/01/2020 15:54;114660;114855;114600;114855
31/01/2020 14:40;114465;114660;114250;114660
31/01/2020 14:01;114465;114795;114270;114270
31/01/2020 13:15;114465;114660;114115;114660
31/01/2020 12:06;114465;114535;114270;114270
31/01/2020 12:03;114660;114660;114465;114465
31/01/2020 11:21;114855;115135;114660;114660
31/01/2020 10:50;115050;115250;114855;114855
31/01/2020 10:37;115050;115245;114960;115245
31/01/2020 10:30;114855;115050;114855;115050
31/01/2020 10:29;114660;114855;114660;114855
31/01/2020 10:29;114465;114660;114465;114660
31/01/2020 10:29;114270;114465;114055;114465
31/01/2020 10:29;114270;114270;114075;114075
31/01/2020 10:29;114465;114465;114270;114270
31/01/2020 10:10;114660;114860;114465;114465
31/01/2020 10:00;114855;114855;114660;114660
31/01/2020 09:48;115050;115050;114855;114855
31/01/2020 09:02;115245;115385;115050;115050
31/01/2020 09:02;115440;115440;115245;115245
31/01/2020 09:02;115635;115635;115440;115440
31/01/2020 09:02;115830;115830;115635;115635
31/01/2020 09:02;116025;116025;115830;115830
30/01/2020 18:01;116220;116560;116025;116025
30/01/2020 17:45;116220;116415;116150;116415
30/01/2020 17:39;116025;116220;116025;116220
30/01/2020 17:32;115830;116025;115690;116025
30/01/2020 17:20;115635;115830;115565;115830
30/01/2020 17:04;115440;115635;115275;115635
30/01/2020 17:04;115245;115440;115245;115440
30/01/2020 17:00;115050;115245;115030;115245
30/01/2020 16:57;114855;115050;114810;115050
30/01/2020 16:46;114660;114855;114435;114855
30/01/2020 16:42;114660;114995;114465;114465
30/01/2020 16:20;114660;114855;114470;114855
30/01/2020 15:32;114465;114660;114100;114660
30/01/2020 14:03;114270;114465;113890;114465
30/01/2020 12:32;114075;114270;113720;114270
30/01/2020 12:04;114075;114355;113880;113880
30/01/2020 11:18;114270;114520;114075;114075
30/01/2020 10:47;114465;114525;114270;114270
30/01/2020 09:09;114660;115040;114465;114465
30/01/2020 09:07;114855;114855;114660;114660
30/01/2020 09:06;115050;115050;114855;114855
30/01/2020 09:05;115245;115500;115050;115050
30/01/2020 09:01;115440;115440;115245;115245
30/01/2020 09:01;115635;115635;115440;115440
30/01/2020 09:01;115830;115830;115635;115635
30/01/2020 09:01;116025;116025;115830;115830
29/01/2020 17:22;116220;116365;116025;116025
29/01/2020 17:11;116415;116465;116220;116220
29/01/2020 17:10;116610;116610;116415;116415
29/01/2020 17:03;116805;116805;116610;116610
29/01/2020 16:42;117000;117075;116805;116805
29/01/2020 16:00;117195;117465;117000;117000
29/01/2020 15:30;117195;117390;117000;117390
29/01/2020 14:23;117000;117195;116765;117195
29/01/2020 12:58;117000;117340;116805;116805
29/01/2020 11:57;117000;117195;116670;117195
29/01/2020 11:57;117000;117000;116805;116805
29/01/2020 11:50;117195;117195;117000;117000
29/01/2020 10:43;117390;117655;117195;117195
29/01/2020 10:20;117585;117775;117390;117390
29/01/2020 10:18;117780;117780;117585;117585
29/01/2020 10:01;117975;118195;117780;117780
29/01/2020 09:01;117975;118170;117810;118170
29/01/2020 09:00;117780;117975;117780;117975
29/01/2020 09:00;117585;117780;117585;117780
29/01/2020 09:00;117390;117585;117150;117585
29/01/2020 09:00;117390;117390;117195;117195
28/01/2020 16:35;117585;117855;117390;117390
28/01/2020 16:16;117585;117780;117555;117780
28/01/2020 15:54;117390;117585;117390;117585
28/01/2020 15:21;117195;117390;117140;117390
28/01/2020 14:05;117000;117195;116710;117195
28/01/2020 12:56;116805;117000;116520;117000
28/01/2020 12:56;116805;116805;116610;116610
28/01/2020 12:20;117000;117275;116805;116805
28/01/2020 12:20;117000;117195;117000;117195
28/01/2020 11:39;116805;117000;116450;117000
28/01/2020 11:39;116805;116805;116610;116610
28/01/2020 11:22;117000;117000;116805;116805
28/01/2020 10:32;117195;117410;117000;117000
28/01/2020 10:31;117195;117390;117195;117390
28/01/2020 10:27;117000;117195;117000;117195
28/01/2020 10:22;116805;117000;116805;117000
28/01/2020 10:18;116610;116805;116610;116805
28/01/2020 10:05;116415;116610;116415;116610
28/01/2020 09:38;116220;116415;116180;116415
28/01/2020 09:01;116025;116220;115800;116220
28/01/2020 09:01;115830;116025;115830;116025
27/01/2020 17:57;115635;115830;115400;115830
27/01/2020 17:47;115635;115670;115440;115440
27/01/2020 17:26;115830;115835;115635;115635
27/01/2020 15:57;116025;116100;115830;115830
27/01/2020 14:30;116220;116430;116025;116025
27/01/2020 13:14;116220;116415;115945;116415
27/01/2020 12:50;116220;116260;116025;116025
27/01/2020 12:40;116415;116455;116220;116220
27/01/2020 11:33;116610;116810;116415;116415
27/01/2020 11:17;116610;116805;116330;116805
27/01/2020 10:59;116610;116830;116415;116415
27/01/2020 10:37;116610;116805;116400;116805
27/01/2020 10:10;116610;116610;116415;116415
27/01/2020 10:06;116805;116805;116610;116610
27/01/2020 09:59;117000;117040;116805;116805
27/01/2020 09:31;117195;117460;117000;117000
27/01/2020 09:15;117195;117390;116975;117390
27/01/2020 09:09;117195;117195;117000;117000
27/01/2020 09:09;117390;117390;117195;117195
27/01/2020 09:09;117585;117585;117390;117390
27/01/2020 09:09;117780;117780;117585;117585
27/01/2020 09:09;117975;117975;117780;117780
27/01/2020 09:09;118170;118170;117975;117975
27/01/2020 09:09;118365;118365;118170;118170
27/01/2020 09:09;118560;118560;118365;118365
27/01/2020 09:09;118755;118755;118560;118560
27/01/2020 09:09;118950;118950;118755;118755
27/01/2020 09:09;119145;119145;118950;118950
24/01/2020 17:57;119340;119340;119145;119145
24/01/2020 17:04;119535;119820;119340;119340
24/01/2020 16:21;119535;119730;119150;119730
24/01/2020 14:54;119535;119790;119340;119340
24/01/2020 14:17;119535;119730;119200;119730
24/01/2020 12:45;119535;119700;119340;119340
24/01/2020 12:17;119730;119745;119535;119535
24/01/2020 12:10;119925;119925;119730;119730
24/01/2020 10:54;120120;120200;119925;119925
24/01/2020 10:12;120315;120460;120120;120120
23/01/2020 18:09;120510;120805;120315;120315
23/01/2020 16:20;120510;120705;120260;120705
23/01/2020 15:34;120315;120510;120260;120510
23/01/2020 15:23;120120;120315;120015;120315
23/01/2020 15:22;119925;120120;119925;120120
23/01/2020 14:50;119730;119925;119660;119925
23/01/2020 14:20;119535;119730;119445;119730
23/01/2020 13:55;119340;119535;119310;119535
