Data;Abertura;Máxima;Mínima;Fechamento
14/02/2020 13:49;114905;115275;114765;114975
14/02/2020 12:44;115150;115280;114905;114905
14/02/2020 11:49;115395;115510;115150;115150
14/02/2020 11:36;115640;115710;115395;115395
14/02/2020 10:24;115885;116270;115640;115640
14/02/2020 10:05;116130;116295;115885;115885
14/02/2020 09:32;116375;116565;116130;116130
14/02/2020 09:01;116620;116930;116375;116375
14/02/2020 09:00;116620;116865;116620;116865
13/02/2020 14:27;116375;116620;115900;116620
13/02/2020 13:35;116375;116705;116130;116130
13/02/2020 13:00;116375;116620;116160;116620
13/02/2020 12:46;116130;116375;116095;116375
13/02/2020 12:34;115885;116130;115615;116130
13/02/2020 11:52;115885;116090;115640;115640
13/02/2020 11:28;116130;116380;115885;115885
13/02/2020 10:59;116375;116645;116130;116130
13/02/2020 10:53;116375;116620;116365;116620
13/02/2020 10:47;116130;116375;116075;116375
13/02/2020 10:21;115885;116130;115440;116130
13/02/2020 09:03;115885;116360;115640;115640
13/02/2020 09:03;116130;116130;115885;115885
13/02/2020 09:03;116375;116375;116130;116130
13/02/2020 09:03;116620;116620;116375;116375
13/02/2020 09:03;116865;116865;116620;116620
13/02/2020 09:03;117110;117110;116865;116865
12/02/2020 17:11;117355;117695;117110;117110
12/02/2020 17:00;117600;117820;117355;117355
12/02/2020 16:43;117845;117960;117600;117600
12/02/2020 16:10;118090;118420;117845;117845
12/02/2020 15:57;118090;118335;117990;118335
12/02/2020 15:50;117845;118090;117815;118090
12/02/2020 15:28;117600;117845;117470;117845
12/02/2020 14:59;117355;117600;117300;117600
12/02/2020 14:58;117110;117355;117100;117355
12/02/2020 10:30;116865;117110;116415;117110
12/02/2020 10:23;116620;116865;116370;116865
12/02/2020 10:02;116620;116870;116375;116375
12/02/2020 09:33;116620;116865;116310;116865
12/02/2020 09:29;116620;116630;116375;116375
12/02/2020 09:04;116865;117150;116620;116620
12/02/2020 09:00;116865;117110;116500;117110
12/02/2020 09:00;116620;116865;116620;116865
12/02/2020 09:00;116375;116620;116375;116620
11/02/2020 16:59;116130;116375;115650;116375
11/02/2020 15:35;116130;116420;115885;115885
11/02/2020 13:18;116130;116375;115695;116375
11/02/2020 12:53;115885;116130;115820;116130
11/02/2020 11:58;115640;115885;115495;115885
11/02/2020 11:50;115395;115640;115300;115640
11/02/2020 11:29;115150;115395;114970;115395
11/02/2020 11:01;114905;115150;114785;115150
11/02/2020 10:33;114660;114905;114340;114905
11/02/2020 09:29;114660;115050;114415;114415
11/02/2020 09:03;114660;114905;114450;114905
11/02/2020 09:03;114415;114660;114415;114660
11/02/2020 09:03;114170;114415;114170;114415
11/02/2020 09:03;113925;114170;113925;114170
10/02/2020 18:01;113680;113925;113630;113925
10/02/2020 17:46;113435;113680;113415;113680
10/02/2020 16:03;113190;113435;112910;113435
10/02/2020 14:27;113190;113430;112945;112945
10/02/2020 14:04;113435;113505;113190;113190
10/02/2020 11:49;113680;113985;113435;113435
10/02/2020 11:47;113925;113925;113680;113680
10/02/2020 11:16;114170;114220;113925;113925
10/02/2020 11:08;114415;114520;114170;114170
10/02/2020 10:45;114660;114960;114415;114415
10/02/2020 10:41;114660;114905;114640;114905
10/02/2020 10:35;114415;114660;114390;114660
10/02/2020 09:38;114170;114415;113805;114415
10/02/2020 09:00;114170;114380;113925;113925
07/02/2020 18:09;114415;114415;114170;114170
07/02/2020 18:09;114660;114955;114415;114415
07/02/2020 18:07;114660;114905;114300;114905
07/02/2020 16:48;114660;114980;114415;114415
07/02/2020 15:43;114905;115155;114660;114660
07/02/2020 15:34;115150;115225;114905;114905
07/02/2020 14:08;115395;115680;115150;115150
07/02/2020 13:20;115395;115640;115170;115640
07/02/2020 12:48;115150;115395;114940;115395
07/02/2020 12:16;114905;115150;114615;115150
07/02/2020 12:08;114905;114920;114660;114660
07/02/2020 11:59;115150;115150;114905;114905
07/02/2020 10:48;115395;115810;115150;115150
07/02/2020 10:30;115640;115985;115395;115395
07/02/2020 10:18;115640;115885;115490;115885
07/02/2020 09:20;115395;115640;115095;115640
07/02/2020 09:02;115395;115400;115150;115150
06/02/2020 16:55;115640;116055;115395;115395
06/02/2020 16:22;115885;115885;115640;115640
06/02/2020 15:48;116130;116325;115885;115885
06/02/2020 15:35;116375;116375;116130;116130
06/02/2020 15:23;116620;116620;116375;116375
06/02/2020 12:54;116865;117315;116620;116620
06/02/2020 12:29;117110;117245;116865;116865
06/02/2020 12:22;117355;117355;117110;117110
06/02/2020 11:41;117600;117890;117355;117355
06/02/2020 09:35;117845;118280;117600;117600
